R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Yushin Okami,Tim Boetsch,-410,365,24.3902439,365.0,2012-02-25,"Saitama, Japan",JP,Blue,False,MW,MALE,3,3,5,Orthodox,182.88,187.96,185,3,10,30,31,654.0,Southpaw,187.96,190.5,170,Saitama,Japan
Hatsu Hioki,Bart Palaszewski,-185,170,54.05405405,170.0,2012-02-25,"Saitama, Japan",JP,Red,False,FW,MALE,3,0,1,Orthodox,175.26,177.8,145,0,1,28,28,900.0,Orthodox,180.34,177.8,145,Saitama,Japan
Anthony Pettis,Joe Lauzon,-285,258,35.0877193,258.0,2012-02-25,"Saitama, Japan",JP,Red,False,LW,MALE,3,3,8,Orthodox,177.8,180.34,155,1,1,25,27,81.0,Orthodox,177.8,182.88,170,Saitama,Japan
Takanori Gomi,Eiji Mitsuoka,-250,230,40.0,230.0,2012-02-25,"Saitama, Japan",JP,Red,False,LW,MALE,3,0,0,Southpaw,170.18,173.0,145,3,1,33,36,441.0,Southpaw,170.18,177.8,155,Saitama,Japan
Norifumi Yamamoto,Vaughan Lee,-290,260,34.48275862,260.0,2012-02-25,"Saitama, Japan",JP,Blue,False,BW,MALE,3,1,0,Orthodox,167.64,167.64,125,2,0,34,29,269.0,Southpaw,162.56,167.64,135,Saitama,Japan
Riki Fukuda,Steve Cantwell,-310,280,32.25806452,280.0,2012-02-25,"Saitama, Japan",JP,Red,False,MW,MALE,3,4,1,Orthodox,187.96,190.5,185,1,0,31,25,900.0,Southpaw,182.88,185.42,185,Saitama,Japan
Takeya Mizugaki,Chris Cariaso,-290,260,34.48275862,260.0,2012-02-25,"Saitama, Japan",JP,Blue,False,BW,MALE,3,1,2,Southpaw,160.02,160.02,125,1,2,28,30,900.0,Orthodox,170.18,172.72,135,Saitama,Japan
Tiequan Zhang,Issei Tamura,-196,181,51.02040816,181.0,2012-02-25,"Saitama, Japan",JP,Blue,False,FW,MALE,3,0,0,Orthodox,165.1,160.02,135,1,1,33,27,332.0,Orthodox,172.72,177.8,155,Saitama,Japan
Diego Sanchez,Jake Ellenberger,320,-355,320.0,28.16901408,2012-02-15,"Omaha, Nebraska, USA",US,Blue,False,WW,MALE,3,1,5,Orthodox,175.26,180.34,170,4,12,30,26,900.0,Southpaw,177.8,182.88,170,Omaha,Nebraska
Stefan Struve,Dave Herman,101,-111,101.0,90.09009009,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,HW,MALE,3,0,1,Orthodox,193.04,193.04,242,3,6,23,27,532.0,Orthodox,210.82,213.36,265,Omaha,Nebraska
Aaron Simpson,Ronny Markes,130,-140,130.0,71.42857143,2012-02-15,"Omaha, Nebraska, USA",US,Blue,False,MW,MALE,3,0,1,Orthodox,185.42,190.5,185,2,6,37,23,900.0,Orthodox,182.88,185.42,170,Omaha,Nebraska
Stipe Miocic,Philip De Fries,-515,410,19.41747573,410.0,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,HW,MALE,3,0,1,Orthodox,195.58,208.28,250,0,1,29,25,43.0,Orthodox,193.04,203.2,240,Omaha,Nebraska
TJ Dillashaw,Walel Watson,-255,235,39.21568627,235.0,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,BW,MALE,3,1,1,Orthodox,180.34,175.26,135,1,0,26,27,900.0,Orthodox,167.64,170.18,125,Omaha,Nebraska
Ivan Menjivar,John Albert,-240,220,41.66666667,220.0,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,BW,MALE,3,0,1,Orthodox,172.72,172.72,135,1,2,29,25,225.0,Orthodox,167.64,162.56,145,Omaha,Nebraska
Jonathan Brookins,Vagner Rocha,-165,155,60.60606061,155.0,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,FW,MALE,3,1,1,Orthodox,177.8,185.42,155,1,1,26,29,92.0,Southpaw,182.88,185.42,145,Omaha,Nebraska
Anton Kuivanen,Justin Salas,130,-140,130.0,71.42857143,2012-02-15,"Omaha, Nebraska, USA",US,Blue,False,LW,MALE,3,0,0,Southpaw,172.72,177.8,155,0,0,27,29,900.0,Orthodox,172.72,182.88,155,Omaha,Nebraska
Tim Means,Bernardo Magalhaes,115,-125,115.0,80.0,2012-02-15,"Omaha, Nebraska, USA",US,Red,False,LW,MALE,3,0,0,Orthodox,175.26,165.1,155,0,0,27,30,900.0,Orthodox,187.96,190.5,170,Omaha,Nebraska
Nick Diaz,Carlos Condit,-190,175,52.63157895,175.0,2012-02-04,"Las Vegas, Nevada, USA",US,Blue,True,WW,MALE,5,1,4,Orthodox,187.96,190.5,170,4,7,28,27,1500.0,Southpaw,185.42,193.04,185,Las Vegas,Nevada
Roy Nelson,Fabricio Werdum,140,-150,140.0,66.66666667,2012-02-04,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,2,2,Orthodox,193.04,195.58,231,2,3,35,34,900.0,Orthodox,182.88,182.88,263,Las Vegas,Nevada
Josh Koscheck,Mike Pierce,-270,248,37.03703704,248.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,2,5,Orthodox,172.72,177.8,170,5,14,34,31,900.0,Orthodox,177.8,185.42,170,Las Vegas,Nevada
Renan Barao,Scott Jorgensen,-215,195,46.51162791,195.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,0,2,Orthodox,165.1,167.64,135,0,2,25,29,900.0,Orthodox,167.64,177.8,135,Las Vegas,Nevada
Ed Herman,Clifford Starks,-220,200,45.45454545,200.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,0,1,Orthodox,182.88,195.58,185,5,6,31,30,403.0,Orthodox,185.42,195.58,205,Las Vegas,Nevada
Dustin Poirier,Max Holloway,-515,445,19.41747573,445.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,0,0,Orthodox,180.34,175.26,155,0,3,23,20,203.0,Southpaw,175.26,182.88,155,Las Vegas,Nevada
Alex Caceres,Edwin Figueroa,115,-125,115.0,80.0,2012-02-04,"Las Vegas, Nevada, USA",US,Blue,False,BW,MALE,3,1,1,Orthodox,170.18,175.26,135,2,1,23,27,900.0,Southpaw,177.8,185.42,145,Las Vegas,Nevada
Matt Brown,Chris Cope,-335,305,29.85074627,305.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,1,Orthodox,182.88,182.88,170,5,5,31,28,379.0,Orthodox,182.88,190.5,170,Las Vegas,Nevada
Matthew Riddle,Henry Martinez,-365,328,27.39726027,328.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,0,0,Southpaw,170.18,172.72,155,3,5,26,28,900.0,Southpaw,185.42,187.96,170,Las Vegas,Nevada
Rafael Natal,Michael Kuiper,-152,142,65.78947368,142.0,2012-02-04,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,0,0,Orthodox,182.88,185.42,185,2,1,29,22,900.0,Orthodox,182.88,193.04,185,Las Vegas,Nevada
Dan Stittgen,Stephen Thompson,290,-320,290.0,31.25,2012-02-04,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,0,0,Orthodox,182.88,190.5,170,0,0,31,28,253.0,Orthodox,185.42,180.0,170,Las Vegas,Nevada
Rashad Evans,Phil Davis,-191,176,52.35602094,176.0,2012-01-28,"Chicago, Illinois, USA",US,Red,False,LHW,MALE,5,0,5,Orthodox,187.96,200.66,205,2,11,32,27,1500.0,Orthodox,182.88,190.5,205,Chicago,Illinois
Chael Sonnen,Michael Bisping,-380,340,26.31578947,340.0,2012-01-28,"Chicago, Illinois, USA",US,Red,False,MW,MALE,3,3,12,Orthodox,185.42,190.5,185,4,5,34,32,900.0,Southpaw,185.42,187.96,205,Chicago,Illinois
Demian Maia,Chris Weidman,142,-152,142.0,65.78947368,2012-01-28,"Chicago, Illinois, USA",US,Blue,False,MW,MALE,3,0,3,Orthodox,187.96,198.12,185,3,9,34,27,900.0,Southpaw,185.42,182.88,170,Chicago,Illinois
Evan Dunham,Nik Lentz,-355,320,28.16901408,320.0,2012-01-28,"Chicago, Illinois, USA",US,Red,False,LW,MALE,3,3,5,Orthodox,172.72,172.72,155,2,5,30,27,600.0,Southpaw,177.8,177.8,155,Chicago,Illinois
Mike Russow,Jon Olav Einemo,-105,-105,95.23809524,95.23809524,2012-01-28,"Chicago, Illinois, USA",US,Red,False,HW,MALE,3,1,0,Orthodox,198.12,206.0,253,0,3,35,36,900.0,Orthodox,185.42,185.42,255,Chicago,Illinois
Cub Swanson,George Roop,110,-130,110.0,76.92307692,2012-01-28,"Chicago, Illinois, USA",US,Red,False,FW,MALE,3,4,2,Orthodox,185.42,182.88,135,1,0,28,30,442.0,Orthodox,172.72,177.8,145,Chicago,Illinois
Charles Oliveira,Eric Wisely,-560,475,17.85714286,475.0,2012-01-28,"Chicago, Illinois, USA",US,Red,False,FW,MALE,3,0,0,Southpaw,172.72,178.0,145,3,2,22,27,103.0,Orthodox,177.8,187.96,155,Chicago,Illinois
Michael Johnson,Shane Roller,225,-245,225.0,40.81632653,2012-01-28,"Chicago, Illinois, USA",US,Red,False,LW,MALE,3,2,1,Orthodox,177.8,182.88,155,2,1,25,32,900.0,Southpaw,177.8,185.42,145,Chicago,Illinois
Joey Beltran,Lavar Johnson,-170,160,58.82352941,160.0,2012-01-28,"Chicago, Illinois, USA",US,Blue,False,HW,MALE,3,0,0,Orthodox,193.04,208.28,240,3,3,30,34,264.0,Orthodox,185.42,190.5,185,Chicago,Illinois
Chris Camozzi,Dustin Jacoby,-145,135,68.96551724,135.0,2012-01-28,"Chicago, Illinois, USA",US,Red,False,MW,MALE,3,1,0,Orthodox,193.04,198.12,185,2,2,25,23,668.0,Orthodox,187.96,193.04,185,Chicago,Illinois
Melvin Guillard,Jim Miller,140,-150,140.0,66.66666667,2012-01-20,"Nashville, Tennessee, USA",US,Blue,False,LW,MALE,3,2,9,Southpaw,172.72,180.34,155,5,10,28,28,184.0,Orthodox,175.26,172.72,155,Nashville,Tennessee
Duane Ludwig,Josh Neer,155,-165,155.0,60.60606061,2012-01-20,"Nashville, Tennessee, USA",US,Blue,False,WW,MALE,3,6,5,Orthodox,180.34,182.88,170,2,4,33,28,184.0,Orthodox,177.8,177.8,170,Nashville,Tennessee
Mike Easton,Jared Papazian,-430,380,23.25581395,380.0,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,BW,MALE,3,0,0,Southpaw,172.72,170.18,135,0,1,27,23,900.0,Southpaw,167.64,177.8,135,Nashville,Tennessee
Pat Barry,Christian Morecraft,-200,185,50.0,185.0,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,HW,MALE,3,2,1,Orthodox,198.12,205.74,260,4,3,32,25,218.0,Orthodox,180.34,187.96,235,Nashville,Tennessee
Jorge Rivera,Eric Schafer,135,-145,135.0,68.96551724,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,MW,MALE,3,5,3,Orthodox,190.5,190.5,185,7,7,39,34,391.0,Orthodox,185.42,185.42,185,Nashville,Tennessee
Kamal Shalorus,Khabib Nurmagomedov,100,-110,100.0,90.90909091,2012-01-20,"Nashville, Tennessee, USA",US,Blue,False,LW,MALE,3,0,0,Orthodox,177.8,177.8,155,1,0,39,23,728.0,Orthodox,172.72,172.72,155,Nashville,Tennessee
Charlie Brenneman,Daniel Roberts,-360,325,27.77777778,325.0,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,WW,MALE,3,3,3,Southpaw,177.8,187.96,170,2,3,30,31,900.0,Orthodox,177.8,182.88,155,Nashville,Tennessee
Fabricio Camoes,Tommy Hayden,-310,280,32.25806452,280.0,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,LW,MALE,3,0,0,Southpaw,175.26,182.88,145,2,0,33,25,243.0,Orthodox,177.8,185.42,155,Nashville,Tennessee
Daniel Pineda,Pat Schilling,-140,130,71.42857143,130.0,2012-01-20,"Nashville, Tennessee, USA",US,Red,False,FW,MALE,3,0,0,Orthodox,172.72,175.26,145,0,0,26,23,97.0,Orthodox,170.18,175.26,145,Nashville,Tennessee
